Month,Campaign,Channel,Customer_Segment,Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate,ROAS
2026-05-01,CMP-03,Display,HighValue,4433.32,289567,4435,130,263145.31,0.015315971778552115,0.029312288613303268,59.35626347748415
2026-08-01,CMP-18,Social,New,1521.84,122912,3718,131,113836.7,0.030249284040614423,0.03523399677245831,74.802015980655
2026-04-01,CMP-18,Social,New,3808.57,228626,5189,186,180723.82,0.02269645622107722,0.03584505685103103,47.451883515335155
2025-12-01,CMP-10,Affiliate,New,7292.42,597575,24567,1330,1203007.13,0.041111157595280924,0.054137664346481054,164.96679154519347
2026-08-01,CMP-10,Display,New,2547.53,146730,1870,52,51121.81,0.012744496694609145,0.027807486631016044,20.067206274312763
2026-02-01,CMP-09,Display,Returning,8195.7,515924,5709,86,89988.72,0.011065583302967103,0.015063934139078647,10.979991946996595
2026-09-01,CMP-01,Affiliate,Returning,7430.4,442502,16278,625,665689.07,0.03678627441231904,0.038395380267846176,89.58993728466838
2026-04-01,CMP-15,Social,New,15993.89,800153,19232,643,613274.36,0.02403540322913243,0.03343386023294509,38.34429022582999
2026-07-01,CMP-06,Social,Returning,9294.14,634516,19458,696,706032.45,0.030665893373847154,0.035769349367869255,75.96533407071553
2026-07-01,CMP-14,Social,New,3127.06,130469,3637,138,99796.02,0.02787635376986104,0.0379433599120154,31.913688896279574
2026-08-01,CMP-08,Social,New,5803.35,433055,14085,599,482891.23,0.032524737042638925,0.042527511537096205,83.20904822214754
2026-02-01,CMP-09,Social,HighValue,15218.91,1034311,33441,1761,3011364.91,0.03233166813463262,0.05265990849555934,197.86994666503713
2025-11-01,CMP-05,Display,New,11921.59,936182,10877,163,123799.37,0.011618467349297466,0.014985749747172934,10.384468011397807
2026-05-01,CMP-11,Affiliate,Returning,4544.61,335908,8843,457,428608.25,0.026325660597544567,0.05167929435711863,94.31133804660907
2026-05-01,CMP-07,Social,Returning,14512.41,766550,17948,494,499393.36,0.023413997782271215,0.02752395810118119,34.41146990747919
2026-05-01,CMP-05,Email,Returning,7327.4,633638,53635,4226,5434215.66,0.08464612286510595,0.07879183369068705,741.6294538308268
2026-07-01,CMP-04,Display,New,14071.17,794617,9556,175,162599.46,0.012025919405197724,0.018313101716199248,11.55550391332064
2026-03-01,CMP-13,Display,New,2496.96,196902,1775,35,30902.42,0.009014636722836741,0.01971830985915493,12.376017236960143
2025-10-01,CMP-09,Email,New,14783.06,703677,27144,1887,1736151.11,0.038574516432965694,0.0695181255526083,117.44193083164109
2026-01-01,CMP-16,Affiliate,Returning,4456.17,182269,6007,408,397864.67,0.03295678365492761,0.06792075911436657,89.2839972442703
2025-12-01,CMP-01,Email,Returning,6423.95,488099,35389,2969,3138931.69,0.07250373387366088,0.0838961259148323,488.6295332311117
2026-02-01,CMP-12,Display,Returning,3131.69,183788,2123,36,37268.1,0.01155135264543931,0.016957136128120585,11.900315803926953
2026-02-01,CMP-20,Social,New,4670.11,209368,6368,218,207007.09,0.030415345229452447,0.034233668341708545,44.32595591966785
2026-03-01,CMP-18,Display,Returning,6991.65,316360,4267,85,94963.69,0.013487798710330004,0.0199203187250996,13.582443343130736
2026-03-01,CMP-13,Search,Returning,8918.73,745326,39940,2412,3064654.54,0.05358728932037793,0.06039058587881823,343.6200602552157
2026-03-01,CMP-17,Social,Returning,13650.03,705477,16878,358,458057.58,0.023924238493955155,0.021211043962554806,33.55725811591623
2025-10-01,CMP-14,Affiliate,New,11151.12,851534,29014,1378,1112732.21,0.034072626577447286,0.047494313090232304,99.78658735624761
2026-05-01,CMP-19,Email,Returning,3366.52,300771,19398,1450,1753593.65,0.06449424977807036,0.07474997422414682,520.8920933189169
2025-10-01,CMP-09,Search,New,6295.75,438265,24205,1665,1566424.65,0.055229142185663924,0.06878744061144391,248.80667910892268
2026-01-01,CMP-04,Affiliate,Returning,3413.85,171348,6565,312,360809.14,0.038313840838527444,0.047524752475247525,105.68980476588017
2025-10-01,CMP-20,Email,New,9140.96,388412,25760,2384,1799651.88,0.06632132889818028,0.09254658385093167,196.87777651362657
2026-03-01,CMP-18,Search,New,7464.58,662542,37271,1606,1516277.78,0.056254546881556185,0.04308980172251885,203.1296844564597
2026-01-01,CMP-17,Display,New,9641.41,584545,7175,146,109464.54,0.012274504101480638,0.02034843205574913,11.353582100543385
2026-08-01,CMP-01,Social,Returning,10993.84,845576,12302,445,535934.74,0.014548662686736616,0.036172980003251504,48.748639237973265
2026-01-01,CMP-17,Affiliate,Returning,15208.43,1071509,38303,2085,2383121.95,0.03574678327480217,0.05443437850821085,156.6974335943947
2025-11-01,CMP-17,Display,New,5102.98,438688,6383,106,87323.21,0.014550204245386243,0.01660661131129563,17.112199146381137
2025-11-01,CMP-07,Social,New,4167.91,226319,6253,201,183936.07,0.027629142935414172,0.03214457060610907,44.131487963991546
2025-12-01,CMP-03,Social,New,9888.44,834340,28786,962,701788.91,0.03450152216122924,0.033419023136246784,70.97063945374599
2026-04-01,CMP-20,Social,HighValue,4756.47,198256,6151,338,759464.63,0.03102554273262852,0.05495041456673712,159.66980344667368
2026-08-01,CMP-11,Social,New,11494.36,736668,20575,1038,841094.31,0.02792981370169466,0.050449574726609964,73.1745229834458
2026-01-01,CMP-08,Display,HighValue,7986.11,682219,6629,216,478172.22,0.009716821138080294,0.032584100165937546,59.87548631311114
2025-12-01,CMP-10,Email,New,3098.54,263347,20394,1220,1021148.51,0.0774415505018094,0.059821516132195746,329.55795632781894
2025-11-01,CMP-18,Social,Returning,9994.42,411014,11331,458,443389.53,0.02756840399597094,0.04042008648839467,44.363707949035565
2026-06-01,CMP-08,Email,New,12442.42,1047941,69353,4561,3331529.2,0.06618025251421597,0.06576499935114559,267.7557259761365
2026-05-01,CMP-14,Display,New,11873.92,521839,5386,140,124290.79,0.01032119101868584,0.025993316004455997,10.467544837762086
2026-05-01,CMP-13,Email,New,1949.45,138736,10442,881,680839.69,0.07526525198938992,0.08437081018961885,349.2470645566698
2025-10-01,CMP-06,Social,Returning,3676.7,184010,2486,74,84041.44,0.013510135318732677,0.029766693483507644,22.857845350450134
2025-10-01,CMP-10,Affiliate,Returning,12665.64,970669,32549,2370,2328243.45,0.03353254301929906,0.07281329687548005,183.82359280699595
2026-04-01,CMP-16,Email,New,8733.61,720246,47118,3602,3578844.81,0.06541931506735199,0.0764463686913706,409.77840892826674
2026-09-01,CMP-10,Social,Returning,9845.66,569614,18014,722,805452.31,0.03162492494917611,0.040079937826135226,81.80785340952258
2026-04-01,CMP-04,Social,Returning,13249.19,1033488,27758,618,642425.39,0.026858560525134304,0.022263851862526118,48.48789926025666
2026-07-01,CMP-18,Social,New,7532.99,658804,19555,760,707962.6,0.029682576304940467,0.038864740475581694,93.9816195162877
2026-09-01,CMP-08,Social,New,2800.01,124187,3489,123,96022.88,0.028094728111638094,0.0352536543422184,34.29376323655987
2025-12-01,CMP-13,Search,Returning,5008.24,391998,16111,1022,1328476.32,0.0410996994882627,0.06343492024082925,265.2581186205134
2026-06-01,CMP-02,Display,Returning,15889.69,1254244,13734,321,376101.39,0.010950022483663465,0.023372651813018785,23.66952344570599
2026-09-01,CMP-09,Search,New,6860.7,558213,24694,1463,1316801.18,0.04423759389337045,0.059245160767797844,191.93393968545485
2025-11-01,CMP-14,Display,New,7299.48,329690,2919,75,56204.81,0.008853771724953744,0.025693730729701953,7.699837522672848
2026-01-01,CMP-02,Affiliate,New,1946.97,104486,3998,349,323971.14,0.03826349941618973,0.0872936468234117,166.39760242838872
2026-09-01,CMP-18,Email,New,8263.45,598271,49820,3987,3690174.04,0.08327329922393029,0.08002810116419108,446.5657854770102
2026-03-01,CMP-10,Display,New,5755.35,312844,2986,65,63157.99,0.009544693201723542,0.021768251841929,10.973787866941192
2025-10-01,CMP-18,Email,New,6119.73,466428,22942,2098,1666831.52,0.049186583995815006,0.09144799930258914,272.37010783155466
2026-03-01,CMP-13,Search,Returning,7101.21,307179,11272,761,804796.0,0.036695216795418956,0.0675124201561391,113.33223492897689
2026-08-01,CMP-13,Social,Returning,4961.44,415389,9858,347,453755.56,0.023731971718076308,0.03519983769527287,91.45642394143637
2026-07-01,CMP-04,Affiliate,Returning,14983.11,917934,30130,1998,1900438.35,0.0328237106371482,0.0663126452041155,126.83871038789677
2025-10-01,CMP-06,Search,New,10445.17,828774,49369,3337,3292118.03,0.05956871233894886,0.06759302396240556,315.1808950931387
2025-12-01,CMP-02,Email,Returning,3153.43,197198,12380,875,944365.49,0.06277954137465898,0.07067851373182553,299.4724760023213
2026-07-01,CMP-08,Display,New,4608.17,217480,2753,38,29182.64,0.012658635276807063,0.013803123864874683,6.332804562331685
2025-10-01,CMP-18,Affiliate,New,9870.14,704070,30840,1758,1402069.73,0.04380246282329882,0.057003891050583656,142.051655802248
2026-02-01,CMP-13,Display,New,3987.09,219399,3102,80,72494.52,0.014138624150520284,0.025789813023855575,18.18231341655192
2026-09-01,CMP-16,Affiliate,Returning,11719.41,1053152,46412,1888,2017954.52,0.04406961198383519,0.040679134706541414,172.18908801722955
2026-08-01,CMP-04,Social,New,5910.93,313704,7391,241,244501.36,0.02356042638920766,0.03260722500338249,41.36427939427467
2026-06-01,CMP-08,Affiliate,New,2301.85,95875,2917,192,171860.07,0.03042503259452412,0.0658210490229688,74.66171557660144
2026-09-01,CMP-12,Social,Returning,12320.13,1103315,18469,611,615086.84,0.016739553074144736,0.03308246250473767,49.9253530603979
2026-07-01,CMP-14,Email,New,3464.49,143537,9540,882,668040.83,0.0664636992552443,0.09245283018867924,192.82515752679328
2025-10-01,CMP-04,Social,New,14063.49,1028774,27188,1190,1023586.12,0.0264275730140925,0.04376930998970134,72.7832223722561
2026-06-01,CMP-15,Search,Returning,4135.04,253840,14104,752,937658.53,0.05556255909234163,0.05331820760068066,226.7592405393902
2026-04-01,CMP-01,Display,Returning,3978.28,231762,2530,75,87053.89,0.010916371104840311,0.029644268774703556,21.88229335290628
2026-04-01,CMP-10,Email,Returning,6920.14,373414,30959,1972,2003731.4,0.08290797881172104,0.06369714784069253,289.5507027314476
2026-06-01,CMP-02,Email,HighValue,9166.95,626887,35062,3288,7328019.93,0.055930335132168954,0.09377673834920996,799.3956474072619
2026-06-01,CMP-11,Display,Returning,7091.45,286827,2224,33,33157.17,0.007753802814937227,0.014838129496402877,4.675654485330926
2026-09-01,CMP-10,Social,HighValue,10373.5,629784,22381,1050,1776506.33,0.03553758113893017,0.046914793798311066,171.25428543885863
2026-01-01,CMP-16,Display,New,15723.44,884317,8881,200,181829.55,0.010042778777293662,0.02251998648800811,11.564234671293304
2026-07-01,CMP-09,Search,Returning,5463.84,332115,16896,1442,1783438.78,0.050873944266293304,0.08534564393939394,326.40757782072683
2026-08-01,CMP-16,Search,HighValue,12353.0,1002524,56753,4730,8809328.59,0.05661011606704677,0.08334361179144714,713.1327280822472
2026-09-01,CMP-04,Social,HighValue,4978.76,313252,6577,210,391730.84,0.020995875525136314,0.03192945111753079,78.68040234917932
2026-04-01,CMP-19,Display,New,2547.2,149648,1989,42,41401.78,0.013291189992515771,0.021116138763197588,16.253839510050252
2026-05-01,CMP-08,Social,Returning,14450.78,1203455,40714,1362,1355920.11,0.033830928451832436,0.033452866335904115,93.83023684534676
2025-11-01,CMP-17,Display,New,6501.19,282261,3144,50,40882.05,0.011138627015421896,0.015903307888040712,6.288394893857895
2026-08-01,CMP-14,Affiliate,New,7203.78,600825,15808,842,664750.58,0.02631048974326967,0.05326417004048583,92.27802348211632
2026-05-01,CMP-14,Social,Returning,6537.68,541364,14546,427,481959.01,0.02686916751021494,0.02935514918190568,73.72018973091372
2026-09-01,CMP-01,Search,New,9214.06,450745,21595,1091,1047845.49,0.04790957193091438,0.050520953924519565,113.7224513406685
2026-05-01,CMP-01,Display,New,7708.63,640776,6132,127,106972.37,0.009569646803251059,0.02071102413568167,13.876962573116105
2025-10-01,CMP-17,Social,New,6619.27,298978,11516,393,322633.46,0.03851788425904247,0.03412643278916291,48.74154702859983
2025-12-01,CMP-18,Display,New,1839.87,162912,1771,33,24967.34,0.010870899626792378,0.018633540372670808,13.570165283416763
2025-11-01,CMP-05,Display,New,11458.03,938186,14192,276,258157.43,0.01512706435610849,0.019447576099210825,22.530699430879476
2026-07-01,CMP-11,Search,Returning,7440.71,457007,21010,1183,1441321.1,0.04597303761211535,0.05630652070442646,193.70746877650117
2026-08-01,CMP-03,Affiliate,New,5039.65,211078,6784,466,453369.63,0.03213977771250438,0.06869103773584906,89.96053892631433
2026-08-01,CMP-17,Display,Returning,6755.69,297024,2068,38,44865.23,0.006962400344753286,0.0183752417794971,6.641102537268585
2025-10-01,CMP-19,Affiliate,Returning,9549.86,602754,17628,1171,1400594.29,0.029245761952637395,0.06642840934876333,146.66123796579217
2025-10-01,CMP-19,Affiliate,Returning,14527.28,588200,24477,1649,2159656.15,0.041613396803808225,0.06736936716100829,148.66211362347252
2026-01-01,CMP-04,Affiliate,New,15222.33,744355,32480,649,659404.76,0.0436350934701856,0.01998152709359606,43.31825417002522
2025-10-01,CMP-06,Email,New,6925.46,523196,43956,3247,3088677.61,0.08401440377984541,0.07386932386932386,445.9888021878691
2025-11-01,CMP-20,Affiliate,Returning,9370.36,462307,21898,1249,1305722.69,0.047366793061753336,0.057037172344506344,139.34605394029683
2026-01-01,CMP-01,Affiliate,Returning,9989.16,628816,22984,1755,2246457.65,0.0365512327930587,0.07635746606334842,224.8895452670695
2026-08-01,CMP-20,Search,Returning,3006.28,216942,8690,598,745237.3,0.040056789372274616,0.06881472957422324,247.89350958659873
2025-10-01,CMP-20,Affiliate,Returning,10933.56,481565,13866,661,848600.46,0.028793620798853736,0.04767056108466753,77.61428665503276
2026-07-01,CMP-04,Search,HighValue,6902.05,458121,18148,1452,2884861.7,0.039613988444101016,0.08000881639850121,417.9717185473881
2026-04-01,CMP-09,Email,New,14528.45,944888,57979,7060,6834868.65,0.061360711534065415,0.1217682264268097,470.4472018694355
2026-05-01,CMP-15,Social,New,3593.96,171544,4714,145,119022.43,0.02747983024763326,0.03075943996605855,33.117349664437
2026-01-01,CMP-05,Display,New,1645.17,115253,1230,23,19827.74,0.010672173392449654,0.01869918699186992,12.052091881082198
2026-08-01,CMP-11,Display,Returning,15329.8,1377480,18710,401,427653.36,0.01358277434155124,0.021432389096739713,27.89686492974468
2025-10-01,CMP-13,Display,Returning,6474.71,521424,6870,136,134777.07,0.013175457976617877,0.019796215429403203,20.815923801992678
2026-04-01,CMP-09,Affiliate,Returning,5577.38,226636,5891,301,389199.34,0.025993222612471098,0.051094890510948905,69.78175057105666
2025-12-01,CMP-04,Search,HighValue,10857.3,679356,27803,2104,3512090.1,0.04092552358410024,0.07567528683954969,323.47730098643314
2026-05-01,CMP-04,Affiliate,Returning,10798.24,949634,25540,1778,1933405.15,0.026894572014060154,0.06961628817541111,179.0481735912519
2026-07-01,CMP-17,Display,Returning,3602.27,186090,1569,30,30307.3,0.008431404159277768,0.019120458891013385,8.413389335058172
2025-11-01,CMP-15,Display,Returning,8113.71,510312,6530,152,195489.35,0.012796093370330308,0.02327718223583461,24.093706824621535
2026-02-01,CMP-20,Social,New,8582.17,764765,22617,492,490462.81,0.029573790641569633,0.02175354821594376,57.14904388983206
2026-06-01,CMP-20,Email,HighValue,1896.81,150360,9735,1015,1901945.08,0.06474461292897048,0.10426296866974834,1002.7072189623632
2026-01-01,CMP-02,Email,HighValue,5421.73,355421,21675,3180,6627375.4,0.060984016138607454,0.1467128027681661,1222.3728219590428
2026-06-01,CMP-16,Display,Returning,15092.79,944360,9807,245,251616.52,0.010384810877207844,0.024982155603140613,16.671305967948932
2026-08-01,CMP-18,Search,Returning,14666.73,818724,36759,2042,2472799.93,0.044897914315446964,0.055551021518539676,168.59926718498264
2026-02-01,CMP-18,Search,Returning,3535.65,283732,10480,536,682179.1,0.03693626379823214,0.05114503816793893,192.94305148982505
2026-03-01,CMP-05,Display,Returning,2519.69,117552,1617,32,30028.69,0.01375561453654553,0.019789734075448363,11.91761288094964
2026-05-01,CMP-03,Affiliate,Returning,11545.79,521184,15768,487,528399.21,0.030254190458648002,0.030885337392186706,45.765530985753244
2026-03-01,CMP-05,Social,New,14416.46,766319,10084,177,130710.18,0.013159010803594847,0.01755255850852836,9.066732054887261
2026-03-01,CMP-20,Social,Returning,14681.59,1205797,37292,1507,1974292.44,0.030927262217437926,0.040410811970395796,134.47402086558745
2026-09-01,CMP-02,Affiliate,New,8512.83,614503,25510,1683,1575195.63,0.04151322288092979,0.06597412779302235,185.03783465663005
2026-05-01,CMP-18,Display,New,3406.8,197225,2778,42,38305.27,0.014085435416402586,0.01511879049676026,11.243768345661616
2025-11-01,CMP-15,Display,HighValue,4130.11,199442,1932,51,101308.82,0.00968702680478535,0.026397515527950312,24.529327306052384
2026-03-01,CMP-16,Social,HighValue,12668.97,937545,17424,921,1822880.4,0.018584707934019166,0.052858126721763085,143.88544609388134
2025-11-01,CMP-06,Social,New,2399.66,130220,2573,107,101891.71,0.019758869605283367,0.041585697629226585,42.460894460048515
2026-09-01,CMP-03,Search,Returning,12580.59,967797,40376,2583,2736221.21,0.04171949282752478,0.06397364771151179,217.49546006983775
2025-11-01,CMP-19,Search,New,14730.77,785249,36212,1417,1167673.76,0.04611530864732079,0.03913067491439302,79.26766625234119
2026-01-01,CMP-13,Affiliate,New,14140.91,1194637,53803,2863,2724673.4,0.045037111691668685,0.05321264613497389,192.68020233492751
2026-09-01,CMP-16,Affiliate,Returning,10867.01,454055,18877,1019,1108656.45,0.04157425862505643,0.053981035122106266,102.02037635007237
2026-02-01,CMP-10,Social,New,10090.26,729663,18990,835,631323.18,0.026025713240221855,0.04397051079515534,62.5675829958792
2026-01-01,CMP-13,Display,Returning,6422.7,563574,6768,113,135800.11,0.012009070681046322,0.016696217494089834,21.143772868108428
2025-10-01,CMP-12,Display,Returning,5062.73,299393,3434,75,80623.16,0.011469874045151356,0.021840419336051253,15.924838970278882
2026-02-01,CMP-13,Display,HighValue,11810.47,925289,9020,168,375505.32,0.009748305664500497,0.01862527716186253,31.794274063606277
2026-07-01,CMP-11,Affiliate,New,12760.89,956074,33657,2008,2023165.22,0.035203342000723795,0.05966069465490091,158.54420969070338
2026-01-01,CMP-19,Social,Returning,2468.25,173867,5013,202,196215.3,0.028832383373498135,0.04029523239577099,79.49571558796718
2025-10-01,CMP-05,Display,New,2391.21,164662,1457,28,25382.03,0.008848428902843401,0.019217570350034317,10.614722253587095
2026-02-01,CMP-19,Social,New,10761.57,755866,19300,484,393461.65,0.025533626330592987,0.025077720207253885,36.56173309284798
2026-04-01,CMP-03,Display,Returning,8578.37,669690,9046,157,191635.18,0.0135077423882692,0.01735573734247181,22.339346519210523
2026-01-01,CMP-01,Affiliate,HighValue,4076.38,313424,13659,987,1617869.6,0.043579942825054875,0.07226004831978915,396.88880820728195
2026-07-01,CMP-14,Affiliate,New,3928.46,226236,7612,447,412333.64,0.03364628087483867,0.05872306883867578,104.9606308833487
2026-09-01,CMP-15,Display,HighValue,1889.85,86679,630,18,29940.15,0.007268196448966878,0.02857142857142857,15.84260655607588
2026-04-01,CMP-09,Email,Returning,7388.46,501796,45418,3851,4851020.23,0.09051088490143405,0.08479017129772337,656.5671641993055
2026-02-01,CMP-20,Search,Returning,14958.34,1259414,61749,3841,4472842.12,0.0490299456731464,0.06220343649289867,299.0199527487676
2026-02-01,CMP-19,Affiliate,HighValue,8269.81,701038,19462,1090,1937737.65,0.027761690521769147,0.056006576919124446,234.314651727186
2026-05-01,CMP-20,Display,Returning,4230.56,242067,2690,63,82582.24,0.011112625843258271,0.02342007434944238,19.520403918157406
2026-04-01,CMP-20,Display,New,10085.96,737567,9747,196,162131.12,0.0132150706308715,0.02010875141069047,16.07493188551214
2026-06-01,CMP-16,Email,HighValue,7807.86,586293,52200,6786,11142084.49,0.08903398130286393,0.13,1427.0343589664774
2025-10-01,CMP-07,Email,Returning,15864.94,846502,52771,3458,3317508.05,0.062340077164613907,0.06552841522806087,209.10939782942765
2026-06-01,CMP-11,Email,New,13750.46,1051016,77461,7460,6101738.16,0.07370106639670566,0.09630652844657311,443.74792988743656
2026-06-01,CMP-07,Affiliate,New,12124.53,772203,22481,1614,1364076.11,0.02911281100954024,0.07179395934344558,112.50548351152581
2026-05-01,CMP-07,Search,New,15540.36,789560,29081,1457,1466099.44,0.03683190637823598,0.05010144080327362,94.34140779235487
2026-06-01,CMP-07,Social,Returning,10192.09,660646,17324,547,718615.54,0.02622281827181274,0.03157469406603556,70.50718154961348
2026-02-01,CMP-14,Affiliate,New,1840.03,93276,3280,160,133502.14,0.03516445816715982,0.04878048780487805,72.55432791856656
2026-09-01,CMP-07,Affiliate,HighValue,8309.23,575349,17552,1029,2021554.4,0.030506701150084557,0.05862579762989973,243.29022063416224
2026-08-01,CMP-09,Search,Returning,7338.43,389411,11475,384,434771.38,0.029467580525460245,0.0334640522875817,59.24583051143092
2025-12-01,CMP-11,Display,New,6423.52,455928,4844,88,66199.91,0.010624484567738766,0.018166804293971925,10.305861895035743
2025-12-01,CMP-20,Social,HighValue,4685.49,327920,10903,501,813013.76,0.03324896316174677,0.04595065578281207,173.51733970193087
2026-02-01,CMP-12,Search,Returning,10242.91,507488,20238,790,888931.08,0.03987877545873006,0.039035477814013245,86.78501324330684
2025-12-01,CMP-03,Search,New,8968.62,669727,21275,1245,946418.6,0.03176667507805419,0.05851938895417156,105.52555465612323
2026-01-01,CMP-12,Social,New,14263.85,701140,17614,680,560356.13,0.025121944262201556,0.03860565459293744,39.285054876488466
2026-08-01,CMP-07,Email,New,13664.29,916730,62757,5190,4807430.95,0.06845745203058698,0.08269993785553803,351.8244233692347
